76.79023104,0.01
77.41979828,0.02
77.95845843999999,0.03
82.11676916,0.04
82.55170799999999,0.05
83.18265748,0.06
87.60383532,0.07
91.25437016000001,0.08
92.65978804,0.09
93.0354926,0.1
94.89196744,0.11
98.04403751999999,0.12
102.18992436,0.13
103.91259396000001,0.14
108.78712879999999,0.15
113.56278972,0.16
118.41225864,0.17
123.2679344,0.18
127.63994616000001,0.19
131.39303800000002,0.2
136.15473764,0.21
140.19771151999998,0.22
144.23364931999998,0.23
146.49883384,0.24
148.60307,0.25
149.4367052,0.26
150.65630968,0.27
153.05207332,0.28
154.451278,0.29
155.65355699999998,0.3
158.34352395999997,0.31
159.7639728,0.32
161.70436492000002,0.33
164.05488256,0.34
165.21605,0.35
167.41080271999996,0.36
169.13541848,0.37
169.87754496,0.38
171.40521096,0.39
173.597242,0.4
174.6638494,0.41
175.38094339999998,0.42
176.80232700000002,0.43
178.09491852,0.44
178.9782418,0.45
179.35989196,0.46
179.66705888,0.47
179.8775834,0.48
180.08538712,0.49
180.326769,0.5
180.6591682,0.51
181.02636532,0.52
181.6214478,0.53
182.28610792,0.54
183.4203424,0.55
184.23886652000002,0.56
184.65976691999998,0.57
185.05066732,0.58
185.53691303999997,0.59
186.2622964,0.6
187.86651139999998,0.61
189.31583364,0.62
189.94026136,0.63
190.41090739999999,0.64
191.16330920000001,0.65
192.79194472,0.66
194.47722428,0.67
195.18071732,0.68
195.76207792,0.69
197.332556,0.7
199.63735635999998,0.71
200.36918224,0.72
200.94967792,0.73
202.65374856,0.74
204.933178,0.75
205.5767908,0.76
206.6649678,0.77
209.25345012,0.78
210.41956212,0.79
211.07290600000002,0.8
212.68986352000002,0.81
215.02257387999998,0.82
215.76306692,0.83
217.10934944,0.84
220.47030239999998,0.85
221.95903247999996,0.86
225.57486016,0.87
229.50960436000005,0.88
234.84893744000004,0.89
240.79433740000002,0.9
245.27662764000002,0.91
251.80337995999997,0.92
257.36400288,0.93
262.31127844,0.94
267.21684559999994,0.95
272.04949555999997,0.96
277.27477691999997,0.97
282.49269692,0.98
292.5897536,0.99
