0.75698685,0.01
0.937264,0.02
1.03665555,0.03
1.117964,0.04
1.22692,0.05
1.5832941999999994,0.06
2.0614509500000007,0.07
2.398183,0.08
3.2226405,0.09
4.5379515,0.1
6.763270250000005,0.11
10.881255799999995,0.12
16.77623125000001,0.13
43.46396160000001,0.14
56.08361275,0.15
59.6548644,0.16
62.5499819,0.17
64.67491,0.18
66.34095665000001,0.19
67.539846,0.2
68.4848805,0.21
69.304434,0.22
69.93145709999999,0.23
70.431951,0.24
70.84853025000001,0.25
71.2579441,0.26
71.47167195,0.27
71.67795699999999,0.28
71.97116545,0.29
72.266441,0.3
72.33773984999999,0.31
72.3613248,0.32
72.3765825,0.33
72.388343,0.34
72.3985705,0.35
72.4073114,0.36
72.41570005,0.37
72.422982,0.38
72.430082,0.39
72.436745,0.4
72.44301684999999,0.41
72.4493853,0.42
72.45566,0.43
72.4616156,0.44
72.46729450000001,0.45
72.473133,0.46
72.47896254999999,0.47
72.484815,0.48
72.49057185000001,0.49
72.496672,0.5
72.502809,0.51
72.5088112,0.52
72.515182,0.53
72.521754,0.54
72.5285245,0.55
72.5351154,0.56
72.541942,0.57
72.548294,0.58
72.554836,0.59
72.5623,0.6
72.570065,0.61
72.5781697,0.62
72.5862605,0.63
72.59536,0.64
72.60529349999999,0.65
72.61577,0.66
72.626801,0.67
72.639068,0.68
72.65251235,0.69
72.6678125,0.7
72.68634965,0.71
72.70720200000001,0.72
72.73162805,0.73
72.765963,0.74
72.81146475,0.75
72.870883,0.76
72.9393395,0.77
73.0114503,0.78
73.0831385,0.79
73.152196,0.8
73.2131615,0.81
73.265839,0.82
73.3139455,0.83
73.36005800000001,0.84
73.40857625,0.85
73.452966,0.86
73.50459400000001,0.87
73.566871,0.88
73.647236,0.89
73.74861849999999,0.9
73.8997705,0.91
74.075096,0.92
74.27748695,0.93
74.45751200000001,0.94
74.70300549999999,0.95
75.4338326,0.96
77.57178189999996,0.97
83.68331690000002,0.98
88.48168299999999,0.99
